,DBN,School Name,Grade,Year,Category,Number Tested,Mean Scale Score,Level1_N,Level1_%,Level2_N,Level2_%,Level3_N,Level3_%,Level4_N,Level4_%,Level3+4_N,Level3+4_%
224,01M140,PS 140 NATHAN STRAUS,All Grades,2016,All Students,244,286,112,45.9,93,38.1,30,12.3,9,3.7,39,16.0
225,01M140,PS 140 NATHAN STRAUS,All Grades,2017,All Students,235,281,130,55.3,76,32.3,22,9.4,7,3.0,29,12.3
226,01M142,PS 142 AMALIA CASTRO,3,2013,All Students,58,303,14,24.1,23,39.7,13,22.4,8,13.8,21,36.2
227,01M142,PS 142 AMALIA CASTRO,3,2014,All Students,46,287,25,54.3,11,23.9,9,19.6,1,2.2,10,21.7
228,01M142,PS 142 AMALIA CASTRO,3,2015,All Students,61,289,25,41.0,20,32.8,14,23.0,2,3.3,16,26.2
229,01M142,PS 142 AMALIA CASTRO,3,2016,All Students,38,291,12,31.6,18,47.4,7,18.4,1,2.6,8,21.1
230,01M142,PS 142 AMALIA CASTRO,3,2017,All Students,33,290,13,39.4,8,24.2,10,30.3,2,6.1,12,36.4
231,01M142,PS 142 AMALIA CASTRO,4,2013,All Students,54,289,19,35.2,26,48.1,9,16.7,0,0.0,9,16.7
232,01M142,PS 142 AMALIA CASTRO,4,2014,All Students,58,286,26,44.8,22,37.9,7,12.1,3,5.2,10,17.2
233,01M142,PS 142 AMALIA CASTRO,4,2015,All Students,48,271,28,58.3,15,31.3,4,8.3,1,2.1,5,10.4
234,01M142,PS 142 AMALIA CASTRO,4,2016,All Students,55,287,26,47.3,20,36.4,7,12.7,2,3.6,9,16.4
235,01M142,PS 142 AMALIA CASTRO,4,2017,All Students,35,288,14,40.0,13,37.1,8,22.9,0,0.0,8,22.9
236,01M142,PS 142 AMALIA CASTRO,5,2013,All Students,55,282,36,65.5,14,25.5,4,7.3,1,1.8,5,9.1
237,01M142,PS 142 AMALIA CASTRO,5,2014,All Students,51,302,16,31.4,22,43.1,10,19.6,3,5.9,13,25.5
238,01M142,PS 142 AMALIA CASTRO,5,2015,All Students,56,293,25,44.6,18,32.1,10,17.9,3,5.4,13,23.2
239,01M142,PS 142 AMALIA CASTRO,5,2016,All Students,47,295,19,40.4,18,38.3,9,19.1,1,2.1,10,21.3
240,01M142,PS 142 AMALIA CASTRO,5,2017,All Students,59,299,21,35.6,23,39.0,12,20.3,3,5.1,15,25.4
241,01M142,PS 142 AMALIA CASTRO,All Grades,2013,All Students,167,292,69,41.3,63,37.7,26,15.6,9,5.4,35,21.0
242,01M142,PS 142 AMALIA CASTRO,All Grades,2014,All Students,155,292,67,43.2,55,35.5,26,16.8,7,4.5,33,21.3
243,01M142,PS 142 AMALIA CASTRO,All Grades,2015,All Students,165,285,78,47.3,53,32.1,28,17.0,6,3.6,34,20.6
244,01M142,PS 142 AMALIA CASTRO,All Grades,2016,All Students,140,291,57,40.7,56,40.0,23,16.4,4,2.9,27,19.3
245,01M142,PS 142 AMALIA CASTRO,All Grades,2017,All Students,127,294,48,37.8,44,34.6,30,23.6,5,3.9,35,27.6
246,01M184,PS 184M SHUANG WEN,3,2013,All Students,81,323,8,9.9,18,22.2,31,38.3,24,29.6,55,67.9
247,01M184,PS 184M SHUANG WEN,3,2014,All Students,72,334,1,1.4,12,16.7,29,40.3,30,41.7,59,81.9
248,01M184,PS 184M SHUANG WEN,3,2015,All Students,68,332,4,5.9,8,11.8,29,42.6,27,39.7,56,82.4
249,01M184,PS 184M SHUANG WEN,3,2016,All Students,59,349,1,1.7,6,10.2,12,20.3,40,67.8,52,88.1
250,01M184,PS 184M SHUANG WEN,3,2017,All Students,64,338,4,6.3,7,10.9,23,35.9,30,46.9,53,82.8
251,01M184,PS 184M SHUANG WEN,4,2013,All Students,71,335,1,1.4,12,16.9,29,40.8,29,40.8,58,81.7
252,01M184,PS 184M SHUANG WEN,4,2014,All Students,83,344,3,3.6,9,10.8,24,28.9,47,56.6,71,85.5
253,01M184,PS 184M SHUANG WEN,4,2015,All Students,68,339,0,0.0,11,16.2,25,36.8,32,47.1,57,83.8
254,01M184,PS 184M SHUANG WEN,4,2016,All Students,61,339,4,6.6,5,8.2,20,32.8,32,52.5,52,85.2
255,01M184,PS 184M SHUANG WEN,4,2017,All Students,54,346,1,1.9,6,11.1,14,25.9,33,61.1,47,87.0
256,01M184,PS 184M SHUANG WEN,5,2013,All Students,56,342,2,3.6,10,17.9,20,35.7,24,42.9,44,78.6
257,01M184,PS 184M SHUANG WEN,5,2014,All Students,62,339,4,6.5,13,21.0,19,30.6,26,41.9,45,72.6
258,01M184,PS 184M SHUANG WEN,5,2015,All Students,76,353,2,2.6,3,3.9,30,39.5,41,53.9,71,93.4
259,01M184,PS 184M SHUANG WEN,5,2016,All Students,65,352,0,0.0,10,15.4,13,20.0,42,64.6,55,84.6
260,01M184,PS 184M SHUANG WEN,5,2017,All Students,62,345,4,6.5,5,8.1,16,25.8,37,59.7,53,85.5
261,01M184,PS 184M SHUANG WEN,6,2013,All Students,57,346,1,1.8,7,12.3,8,14.0,41,71.9,49,86.0
262,01M184,PS 184M SHUANG WEN,6,2014,All Students,40,347,1,2.5,8,20.0,8,20.0,23,57.5,31,77.5
263,01M184,PS 184M SHUANG WEN,6,2015,All Students,61,341,2,3.3,8,13.1,17,27.9,34,55.7,51,83.6
264,01M184,PS 184M SHUANG WEN,6,2016,All Students,82,340,4,4.9,14,17.1,21,25.6,43,52.4,64,78.0
265,01M184,PS 184M SHUANG WEN,6,2017,All Students,74,343,9,12.2,5,6.8,11,14.9,49,66.2,60,81.1
266,01M184,PS 184M SHUANG WEN,7,2013,All Students,59,341,2,3.4,11,18.6,24,40.7,22,37.3,46,78.0
267,01M184,PS 184M SHUANG WEN,7,2014,All Students,59,347,1,1.7,4,6.8,22,37.3,32,54.2,54,91.5
268,01M184,PS 184M SHUANG WEN,7,2015,All Students,36,340,4,11.1,4,11.1,8,22.2,20,55.6,28,77.8
269,01M184,PS 184M SHUANG WEN,7,2016,All Students,72,341,6,8.3,15,20.8,15,20.8,36,50.0,51,70.8
270,01M184,PS 184M SHUANG WEN,7,2017,All Students,83,340,8,9.6,14,16.9,24,28.9,37,44.6,61,73.5
271,01M184,PS 184M SHUANG WEN,8,2013,All Students,55,354,0,0.0,5,9.1,20,36.4,30,54.5,50,90.9
272,01M184,PS 184M SHUANG WEN,8,2014,All Students,59,355,1,1.7,4,6.8,22,37.3,32,54.2,54,91.5
273,01M184,PS 184M SHUANG WEN,8,2015,All Students,56,360,0,0.0,4,7.1,13,23.2,39,69.6,52,92.9
274,01M184,PS 184M SHUANG WEN,8,2016,All Students,48,349,4,8.3,6,12.5,10,20.8,28,58.3,38,79.2
275,01M184,PS 184M SHUANG WEN,8,2017,All Students,72,329,8,11.1,17,23.6,17,23.6,30,41.7,47,65.3
276,01M184,PS 184M SHUANG WEN,All Grades,2013,All Students,379,339,14,3.7,63,16.6,132,34.8,170,44.9,302,79.7
277,01M184,PS 184M SHUANG WEN,All Grades,2014,All Students,375,344,11,2.9,50,13.3,124,33.1,190,50.7,314,83.7
278,01M184,PS 184M SHUANG WEN,All Grades,2015,All Students,365,344,12,3.3,38,10.4,122,33.4,193,52.9,315,86.3
279,01M184,PS 184M SHUANG WEN,All Grades,2016,All Students,387,345,19,4.9,56,14.5,91,23.5,221,57.1,312,80.6
280,01M184,PS 184M SHUANG WEN,All Grades,2017,All Students,409,340,34,8.3,54,13.2,105,25.7,216,52.8,321,78.5
281,01M188,PS 188 THE ISLAND SCHOOL,3,2013,All Students,46,279,18,39.1,25,54.3,3,6.5,0,0.0,3,6.5
282,01M188,PS 188 THE ISLAND SCHOOL,3,2014,All Students,48,289,20,41.7,16,33.3,9,18.8,3,6.3,12,25.0
283,01M188,PS 188 THE ISLAND SCHOOL,3,2015,All Students,38,295,14,36.8,11,28.9,9,23.7,4,10.5,13,34.2
284,01M188,PS 188 THE ISLAND SCHOOL,3,2016,All Students,40,289,18,45.0,14,35.0,7,17.5,1,2.5,8,20.0
285,01M188,PS 188 THE ISLAND SCHOOL,3,2017,All Students,47,280,24,51.1,13,27.7,9,19.1,1,2.1,10,21.3
286,01M188,PS 188 THE ISLAND SCHOOL,4,2013,All Students,39,274,20,51.3,15,38.5,4,10.3,0,0.0,4,10.3
287,01M188,PS 188 THE ISLAND SCHOOL,4,2014,All Students,48,279,23,47.9,20,41.7,5,10.4,0,0.0,5,10.4
288,01M188,PS 188 THE ISLAND SCHOOL,4,2015,All Students,49,280,25,51.0,18,36.7,6,12.2,0,0.0,6,12.2
289,01M188,PS 188 THE ISLAND SCHOOL,4,2016,All Students,38,284,17,44.7,12,31.6,6,15.8,3,7.9,9,23.7
290,01M188,PS 188 THE ISLAND SCHOOL,4,2017,All Students,46,280,21,45.7,20,43.5,4,8.7,1,2.2,5,10.9
291,01M188,PS 188 THE ISLAND SCHOOL,5,2013,All Students,37,260,30,81.1,6,16.2,1,2.7,0,0.0,1,2.7
292,01M188,PS 188 THE ISLAND SCHOOL,5,2014,All Students,45,276,27,60.0,16,35.6,2,4.4,0,0.0,2,4.4
293,01M188,PS 188 THE ISLAND SCHOOL,5,2015,All Students,49,287,25,51.0,12,24.5,10,20.4,2,4.1,12,24.5
294,01M188,PS 188 THE ISLAND SCHOOL,5,2016,All Students,50,291,24,48.0,17,34.0,9,18.0,0,0.0,9,18.0
295,01M188,PS 188 THE ISLAND SCHOOL,5,2017,All Students,37,295,15,40.5,12,32.4,9,24.3,1,2.7,10,27.0
296,01M188,PS 188 THE ISLAND SCHOOL,6,2013,All Students,61,287,26,42.6,24,39.3,5,8.2,6,9.8,11,18.0
297,01M188,PS 188 THE ISLAND SCHOOL,6,2014,All Students,46,295,12,26.1,21,45.7,7,15.2,6,13.0,13,28.3
298,01M188,PS 188 THE ISLAND SCHOOL,6,2015,All Students,52,286,19,36.5,26,50.0,6,11.5,1,1.9,7,13.5
299,01M188,PS 188 THE ISLAND SCHOOL,6,2016,All Students,51,313,6,11.8,26,51.0,5,9.8,14,27.5,19,37.3
300,01M188,PS 188 THE ISLAND SCHOOL,6,2017,All Students,46,307,14,30.4,16,34.8,2,4.3,14,30.4,16,34.8
301,01M188,PS 188 THE ISLAND SCHOOL,7,2013,All Students,65,278,41,63.1,20,30.8,3,4.6,1,1.5,4,6.2
302,01M188,PS 188 THE ISLAND SCHOOL,7,2014,All Students,65,287,37,56.9,20,30.8,7,10.8,1,1.5,8,12.3
303,01M188,PS 188 THE ISLAND SCHOOL,7,2015,All Students,57,294,26,45.6,27,47.4,3,5.3,1,1.8,4,7.0
304,01M188,PS 188 THE ISLAND SCHOOL,7,2016,All Students,54,295,17,31.5,32,59.3,4,7.4,1,1.9,5,9.3
305,01M188,PS 188 THE ISLAND SCHOOL,7,2017,All Students,52,295,17,32.7,24,46.2,11,21.2,0,0.0,11,21.2
306,01M188,PS 188 THE ISLAND SCHOOL,8,2013,All Students,59,290,22,37.3,28,47.5,6,10.2,3,5.1,9,15.3
307,01M188,PS 188 THE ISLAND SCHOOL,8,2014,All Students,59,294,18,30.5,34,57.6,5,8.5,2,3.4,7,11.9
308,01M188,PS 188 THE ISLAND SCHOOL,8,2015,All Students,61,299,16,26.2,30,49.2,13,21.3,2,3.3,15,24.6
309,01M188,PS 188 THE ISLAND SCHOOL,8,2016,All Students,50,302,11,22.0,26,52.0,10,20.0,3,6.0,13,26.0
310,01M188,PS 188 THE ISLAND SCHOOL,8,2017,All Students,50,286,18,36.0,26,52.0,5,10.0,1,2.0,6,12.0
311,01M188,PS 188 THE ISLAND SCHOOL,All Grades,2013,All Students,307,280,157,51.1,118,38.4,22,7.2,10,3.3,32,10.4
312,01M188,PS 188 THE ISLAND SCHOOL,All Grades,2014,All Students,311,287,137,44.1,127,40.8,35,11.3,12,3.9,47,15.1
313,01M188,PS 188 THE ISLAND SCHOOL,All Grades,2015,All Students,306,290,125,40.8,124,40.5,47,15.4,10,3.3,57,18.6
314,01M188,PS 188 THE ISLAND SCHOOL,All Grades,2016,All Students,283,296,93,32.9,127,44.9,41,14.5,22,7.8,63,22.3
315,01M188,PS 188 THE ISLAND SCHOOL,All Grades,2017,All Students,278,290,109,39.2,111,39.9,40,14.4,18,6.5,58,20.9
319,01M292,ORCHARD COLLEGIATE ACADEMY,7,2013,All Students,27,260,24,88.9,2,7.4,0,0.0,1,3.7,1,3.7
323,01M292,ORCHARD COLLEGIATE ACADEMY,8,2013,All Students,30,244,25,83.3,3,10.0,2,6.7,0,0.0,2,6.7
324,01M292,ORCHARD COLLEGIATE ACADEMY,8,2014,All Students,27,257,22,81.5,4,14.8,1,3.7,0,0.0,1,3.7
327,01M292,ORCHARD COLLEGIATE ACADEMY,All Grades,2013,All Students,75,254,62,82.7,9,12.0,3,4.0,1,1.3,4,5.3
328,01M292,ORCHARD COLLEGIATE ACADEMY,All Grades,2014,All Students,57,260,44,77.2,11,19.3,2,3.5,0,0.0,2,3.5
329,01M292,ORCHARD COLLEGIATE ACADEMY,All Grades,2015,All Students,37,257,31,83.8,5,13.5,1,2.7,0,0.0,1,2.7
331,01M301,TECHNOLOGY ARTS AND SCIENCES STUDIO,6,2013,All Students,46,269,31,67.4,14,30.4,1,2.2,0,0.0,1,2.2
332,01M301,TECHNOLOGY ARTS AND SCIENCES STUDIO,6,2014,All Students,43,268,29,67.4,12,27.9,2,4.7,0,0.0,2,4.7
333,01M301,TECHNOLOGY ARTS AND SCIENCES STUDIO,6,2015,All Students,45,268,30,66.7,12,26.7,3,6.7,0,0.0,3,6.7
334,01M301,TECHNOLOGY ARTS AND SCIENCES STUDIO,6,2016,All Students,45,277,23,51.1,16,35.6,3,6.7,3,6.7,6,13.3
336,01M301,TECHNOLOGY ARTS AND SCIENCES STUDIO,7,2013,All Students,57,285,34,59.6,18,31.6,5,8.8,0,0.0,5,8.8
337,01M301,TECHNOLOGY ARTS AND SCIENCES STUDIO,7,2014,All Students,47,271,39,83.0,6,12.8,2,4.3,0,0.0,2,4.3
338,01M301,TECHNOLOGY ARTS AND SCIENCES STUDIO,7,2015,All Students,44,282,30,68.2,10,22.7,3,6.8,1,2.3,4,9.1
339,01M301,TECHNOLOGY ARTS AND SCIENCES STUDIO,7,2016,All Students,46,268,32,69.6,11,23.9,3,6.5,0,0.0,3,6.5
340,01M301,TECHNOLOGY ARTS AND SCIENCES STUDIO,7,2017,All Students,41,288,20,48.8,15,36.6,5,12.2,1,2.4,6,14.6
341,01M301,TECHNOLOGY ARTS AND SCIENCES STUDIO,8,2013,All Students,38,287,15,39.5,17,44.7,6,15.8,0,0.0,6,15.8
342,01M301,TECHNOLOGY ARTS AND SCIENCES STUDIO,8,2014,All Students,53,290,24,45.3,19,35.8,8,15.1,2,3.8,10,18.9
343,01M301,TECHNOLOGY ARTS AND SCIENCES STUDIO,8,2015,All Students,47,270,36,76.6,11,23.4,0,0.0,0,0.0,0,0.0
344,01M301,TECHNOLOGY ARTS AND SCIENCES STUDIO,8,2016,All Students,47,262,36,76.6,9,19.1,1,2.1,1,2.1,2,4.3
345,01M301,TECHNOLOGY ARTS AND SCIENCES STUDIO,8,2017,All Students,48,260,36,75.0,8,16.7,4,8.3,0,0.0,4,8.3
346,01M301,TECHNOLOGY ARTS AND SCIENCES STUDIO,All Grades,2013,All Students,141,280,80,56.7,49,34.8,12,8.5,0,0.0,12,8.5
347,01M301,TECHNOLOGY ARTS AND SCIENCES STUDIO,All Grades,2014,All Students,143,277,92,64.3,37,25.9,12,8.4,2,1.4,14,9.8
348,01M301,TECHNOLOGY ARTS AND SCIENCES STUDIO,All Grades,2015,All Students,136,273,96,70.6,33,24.3,6,4.4,1,0.7,7,5.1
349,01M301,TECHNOLOGY ARTS AND SCIENCES STUDIO,All Grades,2016,All Students,138,269,91,65.9,36,26.1,7,5.1,4,2.9,11,8.0
350,01M301,TECHNOLOGY ARTS AND SCIENCES STUDIO,All Grades,2017,All Students,107,272,68,63.6,25,23.4,12,11.2,2,1.9,14,13.1
351,01M315,THE EAST VILLAGE COMMUNITY SCHOOL,3,2013,All Students,37,295,13,35.1,13,35.1,6,16.2,5,13.5,11,29.7
352,01M315,THE EAST VILLAGE COMMUNITY SCHOOL,3,2014,All Students,26,316,6,23.1,1,3.8,10,38.5,9,34.6,19,73.1
353,01M315,THE EAST VILLAGE COMMUNITY SCHOOL,3,2015,All Students,34,321,4,11.8,7,20.6,14,41.2,9,26.5,23,67.6
354,01M315,THE EAST VILLAGE COMMUNITY SCHOOL,3,2016,All Students,35,350,2,5.7,4,11.4,6,17.1,23,65.7,29,82.9
355,01M315,THE EAST VILLAGE COMMUNITY SCHOOL,3,2017,All Students,35,311,3,8.6,16,45.7,8,22.9,8,22.9,16,45.7
357,01M315,THE EAST VILLAGE COMMUNITY SCHOOL,4,2014,All Students,35,322,10,28.6,4,11.4,10,28.6,11,31.4,21,60.0
359,01M315,THE EAST VILLAGE COMMUNITY SCHOOL,4,2016,All Students,31,310,7,22.6,8,25.8,9,29.0,7,22.6,16,51.6
360,01M315,THE EAST VILLAGE COMMUNITY SCHOOL,4,2017,All Students,36,328,1,2.8,11,30.6,11,30.6,13,36.1,24,66.7
361,01M315,THE EAST VILLAGE COMMUNITY SCHOOL,5,2013,All Students,24,315,5,20.8,8,33.3,8,33.3,3,12.5,11,45.8
363,01M315,THE EAST VILLAGE COMMUNITY SCHOOL,5,2015,All Students,26,336,4,15.4,4,15.4,5,19.2,13,50.0,18,69.2
365,01M315,THE EAST VILLAGE COMMUNITY SCHOOL,5,2017,All Students,35,322,6,17.1,6,17.1,14,40.0,9,25.7,23,65.7
366,01M315,THE EAST VILLAGE COMMUNITY SCHOOL,All Grades,2013,All Students,77,308,19,24.7,26,33.8,17,22.1,15,19.5,32,41.6
367,01M315,THE EAST VILLAGE COMMUNITY SCHOOL,All Grades,2014,All Students,75,323,18,24.0,6,8.0,25,33.3,26,34.7,51,68.0
368,01M315,THE EAST VILLAGE COMMUNITY SCHOOL,All Grades,2015,All Students,78,323,11,14.1,16,20.5,27,34.6,24,30.8,51,65.4
369,01M315,THE EAST VILLAGE COMMUNITY SCHOOL,All Grades,2016,All Students,84,328,14,16.7,14,16.7,21,25.0,35,41.7,56,66.7
370,01M315,THE EAST VILLAGE COMMUNITY SCHOOL,All Grades,2017,All Students,106,321,10,9.4,33,31.1,33,31.1,30,28.3,63,59.4
371,01M332,UNIVERSITY NEIGHBORHOOD MIDDLE SCHOOL,6,2013,All Students,29,280,17,58.6,7,24.1,3,10.3,2,6.9,5,17.2
372,01M332,UNIVERSITY NEIGHBORHOOD MIDDLE SCHOOL,6,2014,All Students,23,273,13,56.5,7,30.4,3,13.0,0,0.0,3,13.0
373,01M332,UNIVERSITY NEIGHBORHOOD MIDDLE SCHOOL,6,2015,All Students,26,269,17,65.4,6,23.1,2,7.7,1,3.8,3,11.5
374,01M332,UNIVERSITY NEIGHBORHOOD MIDDLE SCHOOL,6,2016,All Students,37,285,19,51.4,12,32.4,2,5.4,4,10.8,6,16.2
375,01M332,UNIVERSITY NEIGHBORHOOD MIDDLE SCHOOL,6,2017,All Students,53,267,37,69.8,14,26.4,1,1.9,1,1.9,2,3.8
376,01M332,UNIVERSITY NEIGHBORHOOD MIDDLE SCHOOL,7,2013,All Students,43,271,27,62.8,14,32.6,2,4.7,0,0.0,2,4.7
377,01M332,UNIVERSITY NEIGHBORHOOD MIDDLE SCHOOL,7,2014,All Students,26,282,17,65.4,5,19.2,3,11.5,1,3.8,4,15.4
378,01M332,UNIVERSITY NEIGHBORHOOD MIDDLE SCHOOL,7,2015,All Students,28,278,17,60.7,10,35.7,1,3.6,0,0.0,1,3.6
379,01M332,UNIVERSITY NEIGHBORHOOD MIDDLE SCHOOL,7,2016,All Students,28,273,20,71.4,8,28.6,0,0.0,0,0.0,0,0.0
380,01M332,UNIVERSITY NEIGHBORHOOD MIDDLE SCHOOL,7,2017,All Students,59,282,34,57.6,18,30.5,5,8.5,2,3.4,7,11.9
381,01M332,UNIVERSITY NEIGHBORHOOD MIDDLE SCHOOL,8,2013,All Students,30,274,19,63.3,10,33.3,1,3.3,0,0.0,1,3.3
382,01M332,UNIVERSITY NEIGHBORHOOD MIDDLE SCHOOL,8,2014,All Students,46,274,29,63.0,9,19.6,7,15.2,1,2.2,8,17.4
383,01M332,UNIVERSITY NEIGHBORHOOD MIDDLE SCHOOL,8,2015,All Students,28,283,16,57.1,5,17.9,5,17.9,2,7.1,7,25.0
384,01M332,UNIVERSITY NEIGHBORHOOD MIDDLE SCHOOL,8,2016,All Students,30,255,23,76.7,6,20.0,0,0.0,1,3.3,1,3.3
385,01M332,UNIVERSITY NEIGHBORHOOD MIDDLE SCHOOL,8,2017,All Students,64,263,51,79.7,10,15.6,1,1.6,2,3.1,3,4.7
386,01M332,UNIVERSITY NEIGHBORHOOD MIDDLE SCHOOL,All Grades,2013,All Students,102,275,63,61.8,31,30.4,6,5.9,2,2.0,8,7.8
387,01M332,UNIVERSITY NEIGHBORHOOD MIDDLE SCHOOL,All Grades,2014,All Students,95,276,59,62.1,21,22.1,13,13.7,2,2.1,15,15.8
388,01M332,UNIVERSITY NEIGHBORHOOD MIDDLE SCHOOL,All Grades,2015,All Students,82,277,50,61.0,21,25.6,8,9.8,3,3.7,11,13.4
389,01M332,UNIVERSITY NEIGHBORHOOD MIDDLE SCHOOL,All Grades,2016,All Students,95,272,62,65.3,26,27.4,2,2.1,5,5.3,7,7.4
390,01M332,UNIVERSITY NEIGHBORHOOD MIDDLE SCHOOL,All Grades,2017,All Students,176,270,122,69.3,42,23.9,7,4.0,5,2.8,12,6.8
391,01M345,COLLABORATIVE ACADEMY OF SCIENCE TECHNOLOGY & LANGUAGE ARTS EDUCATION,6,2013,All Students,65,290,25,38.5,31,47.7,6,9.2,3,4.6,9,13.8
392,01M345,COLLABORATIVE ACADEMY OF SCIENCE TECHNOLOGY & LANGUAGE ARTS EDUCATION,6,2014,All Students,25,294,7,28.0,11,44.0,5,20.0,2,8.0,7,28.0
393,01M345,COLLABORATIVE ACADEMY OF SCIENCE TECHNOLOGY & LANGUAGE ARTS EDUCATION,6,2015,All Students,27,277,17,63.0,5,18.5,3,11.1,2,7.4,5,18.5
394,01M345,COLLABORATIVE ACADEMY OF SCIENCE TECHNOLOGY & LANGUAGE ARTS EDUCATION,6,2016,All Students,25,263,18,72.0,6,24.0,1,4.0,0,0.0,1,4.0
395,01M345,COLLABORATIVE ACADEMY OF SCIENCE TECHNOLOGY & LANGUAGE ARTS EDUCATION,7,2013,All Students,64,290,33,51.6,21,32.8,8,12.5,2,3.1,10,15.6
396,01M345,COLLABORATIVE ACADEMY OF SCIENCE TECHNOLOGY & LANGUAGE ARTS EDUCATION,7,2014,All Students,53,297,19,35.8,26,49.1,7,13.2,1,1.9,8,15.1
397,01M345,COLLABORATIVE ACADEMY OF SCIENCE TECHNOLOGY & LANGUAGE ARTS EDUCATION,7,2015,All Students,31,277,20,64.5,7,22.6,3,9.7,1,3.2,4,12.9
398,01M345,COLLABORATIVE ACADEMY OF SCIENCE TECHNOLOGY & LANGUAGE ARTS EDUCATION,7,2016,All Students,28,278,19,67.9,5,17.9,3,10.7,1,3.6,4,14.3
399,01M345,COLLABORATIVE ACADEMY OF SCIENCE TECHNOLOGY & LANGUAGE ARTS EDUCATION,8,2013,All Students,79,270,54,68.4,22,27.8,3,3.8,0,0.0,3,3.8
400,01M345,COLLABORATIVE ACADEMY OF SCIENCE TECHNOLOGY & LANGUAGE ARTS EDUCATION,8,2014,All Students,60,291,27,45.0,24,40.0,7,11.7,2,3.3,9,15.0
401,01M345,COLLABORATIVE ACADEMY OF SCIENCE TECHNOLOGY & LANGUAGE ARTS EDUCATION,8,2015,All Students,57,291,24,42.1,24,42.1,5,8.8,4,7.0,9,15.8
402,01M345,COLLABORATIVE ACADEMY OF SCIENCE TECHNOLOGY & LANGUAGE ARTS EDUCATION,8,2016,All Students,28,272,20,71.4,5,17.9,2,7.1,1,3.6,3,10.7
403,01M345,COLLABORATIVE ACADEMY OF SCIENCE TECHNOLOGY & LANGUAGE ARTS EDUCATION,All Grades,2013,All Students,208,282,112,53.8,74,35.6,17,8.2,5,2.4,22,10.6
404,01M345,COLLABORATIVE ACADEMY OF SCIENCE TECHNOLOGY & LANGUAGE ARTS EDUCATION,All Grades,2014,All Students,138,294,53,38.4,61,44.2,19,13.8,5,3.6,24,17.4
405,01M345,COLLABORATIVE ACADEMY OF SCIENCE TECHNOLOGY & LANGUAGE ARTS EDUCATION,All Grades,2015,All Students,115,284,61,53.0,36,31.3,11,9.6,7,6.1,18,15.7
406,01M345,COLLABORATIVE ACADEMY OF SCIENCE TECHNOLOGY & LANGUAGE ARTS EDUCATION,All Grades,2016,All Students,81,271,57,70.4,16,19.8,6,7.4,2,2.5,8,9.9
407,01M361,THE CHILDREN S WORKSHOP SCHOOL,3,2013,All Students,38,299,12,31.6,14,36.8,8,21.1,4,10.5,12,31.6
408,01M361,THE CHILDREN S WORKSHOP SCHOOL,3,2014,All Students,35,304,8,22.9,11,31.4,11,31.4,5,14.3,16,45.7
409,01M361,THE CHILDREN S WORKSHOP SCHOOL,3,2015,All Students,22,310,4,18.2,7,31.8,8,36.4,3,13.6,11,50.0
410,01M361,THE CHILDREN S WORKSHOP SCHOOL,3,2016,All Students,22,318,3,13.6,5,22.7,7,31.8,7,31.8,14,63.6
411,01M361,THE CHILDREN S WORKSHOP SCHOOL,3,2017,All Students,30,317,4,13.3,6,20.0,13,43.3,7,23.3,20,66.7
412,01M361,THE CHILDREN S WORKSHOP SCHOOL,4,2013,All Students,40,301,12,30.0,14,35.0,9,22.5,5,12.5,14,35.0
413,01M361,THE CHILDREN S WORKSHOP SCHOOL,4,2014,All Students,35,303,11,31.4,9,25.7,11,31.4,4,11.4,15,42.9
414,01M361,THE CHILDREN S WORKSHOP SCHOOL,4,2015,All Students,35,314,5,14.3,9,25.7,11,31.4,10,28.6,21,60.0
415,01M361,THE CHILDREN S WORKSHOP SCHOOL,4,2016,All Students,23,305,8,34.8,5,21.7,5,21.7,5,21.7,10,43.5
416,01M361,THE CHILDREN S WORKSHOP SCHOOL,4,2017,All Students,28,298,8,28.6,9,32.1,9,32.1,2,7.1,11,39.3
417,01M361,THE CHILDREN S WORKSHOP SCHOOL,5,2013,All Students,23,293,8,34.8,10,43.5,5,21.7,0,0.0,5,21.7
418,01M361,THE CHILDREN S WORKSHOP SCHOOL,5,2014,All Students,35,318,5,14.3,12,34.3,12,34.3,6,17.1,18,51.4
419,01M361,THE CHILDREN S WORKSHOP SCHOOL,5,2015,All Students,32,317,9,28.1,7,21.9,10,31.3,6,18.8,16,50.0
420,01M361,THE CHILDREN S WORKSHOP SCHOOL,5,2016,All Students,31,326,6,19.4,8,25.8,8,25.8,9,29.0,17,54.8
421,01M361,THE CHILDREN S WORKSHOP SCHOOL,5,2017,All Students,25,313,5,20.0,8,32.0,8,32.0,4,16.0,12,48.0
422,01M361,THE CHILDREN S WORKSHOP SCHOOL,All Grades,2013,All Students,101,299,32,31.7,38,37.6,22,21.8,9,8.9,31,30.7
423,01M361,THE CHILDREN S WORKSHOP SCHOOL,All Grades,2014,All Students,105,308,24,22.9,32,30.5,34,32.4,15,14.3,49,46.7
424,01M361,THE CHILDREN S WORKSHOP SCHOOL,All Grades,2015,All Students,89,314,18,20.2,23,25.8,29,32.6,19,21.3,48,53.9
425,01M361,THE CHILDREN S WORKSHOP SCHOOL,All Grades,2016,All Students,76,318,17,22.4,18,23.7,20,26.3,21,27.6,41,53.9
426,01M361,THE CHILDREN S WORKSHOP SCHOOL,All Grades,2017,All Students,83,309,17,20.5,23,27.7,30,36.1,13,15.7,43,51.8
